ticker,vb_k,stoploss_pct,trailing_activate_pct,trailing_stop_pct,return_pct,win_rate,trades,mdd_pct,profit_factor,sharpe,score
KODEX200,0.7,2.0,3.0,1.5,50.31,67.7,65,9.85,1.95,1.39,55.7
KODEX코스닥150,0.7,2.0,3.0,1.5,26.6,63.0,46,9.79,1.7,0.85,52.91
삼성전자,0.7,2.0,3.0,1.5,64.29,62.3,69,12.04,2.06,1.33,54.82
KODEX200,0.7,2.5,2.0,0.5,81.62,80.8,73,7.19,2.89,2.05,64.53
KODEX코스닥150,0.7,2.5,2.0,0.5,18.93,66.0,50,11.79,1.44,0.64,50.39
삼성전자,0.7,2.5,2.0,0.5,56.81,67.1,85,15.51,1.75,1.15,50.38
KODEX200,0.7,2.5,2.0,1.0,68.22,78.9,71,7.18,2.52,1.81,62.21
KODEX코스닥150,0.7,2.5,2.0,1.0,16.93,66.0,47,10.87,1.42,0.59,51.06
삼성전자,0.7,2.5,2.0,1.0,43.44,63.9,83,17.6,1.57,0.94,46.23
KODEX200,0.7,2.5,2.0,1.5,70.71,78.6,70,7.18,2.58,1.86,62.65
KODEX코스닥150,0.7,2.5,2.0,1.5,15.96,66.0,47,10.87,1.4,0.56,50.9
삼성전자,0.7,2.5,2.0,1.5,39.43,63.7,80,18.16,1.55,0.9,45.43
KODEX200,0.7,2.5,2.5,0.5,78.59,77.3,66,8.33,2.72,1.89,63.19
KODEX코스닥150,0.7,2.5,2.5,0.5,27.34,67.4,46,9.18,1.65,0.84,54.37
삼성전자,0.7,2.5,2.5,0.5,58.22,64.9,77,14.54,1.76,1.17,51.69
KODEX200,0.7,2.5,2.5,1.0,64.49,75.4,65,8.21,2.36,1.66,60.74
KODEX코스닥150,0.7,2.5,2.5,1.0,22.02,65.9,44,9.69,1.53,0.71,53.04
삼성전자,0.7,2.5,2.5,1.0,46.42,63.2,76,16.07,1.61,0.99,48.41
KODEX200,0.7,2.5,2.5,1.5,67.75,75.0,64,8.21,2.43,1.71,61.28
KODEX코스닥150,0.7,2.5,2.5,1.5,21.11,65.9,44,9.7,1.51,0.68,52.88
삼성전자,0.7,2.5,2.5,1.5,44.2,63.5,74,16.28,1.61,0.98,48.16
KODEX200,0.7,2.5,3.0,0.5,76.51,75.4,65,8.2,2.6,1.83,62.67
KODEX코스닥150,0.7,2.5,3.0,0.5,28.77,67.4,46,9.2,1.68,0.88,54.58
삼성전자,0.7,2.5,3.0,0.5,60.31,64.4,73,15.14,1.84,1.21,51.87
KODEX200,0.7,2.5,3.0,1.0,65.24,74.6,63,8.28,2.36,1.65,60.85
KODEX코스닥150,0.7,2.5,3.0,1.0,23.63,65.9,44,9.6,1.57,0.75,53.36
삼성전자,0.7,2.5,3.0,1.0,55.56,62.5,72,16.61,1.78,1.12,49.73
KODEX200,0.7,2.5,3.0,1.5,68.5,74.2,62,8.28,2.43,1.69,61.39
KODEX코스닥150,0.7,2.5,3.0,1.5,22.57,65.9,44,9.61,1.54,0.72,53.18
삼성전자,0.7,2.5,3.0,1.5,53.39,63.8,69,16.82,1.8,1.13,49.79
KODEX200,0.7,3.0,2.0,0.5,83.16,82.2,73,7.99,2.89,2.05,64.45
KODEX코스닥150,0.7,3.0,2.0,0.5,29.25,72.9,48,11.37,1.71,0.9,53.93
삼성전자,0.7,3.0,2.0,0.5,57.79,70.4,81,15.0,1.76,1.13,51.98
KODEX200,0.7,3.0,2.0,1.0,69.08,80.3,71,8.15,2.52,1.81,61.9
KODEX코스닥150,0.7,3.0,2.0,1.0,25.12,73.3,45,9.07,1.66,0.81,55.38
삼성전자,0.7,3.0,2.0,1.0,46.09,67.1,79,16.73,1.61,0.95,48.35
KODEX200,0.7,3.0,2.0,1.5,71.4,80.0,70,8.15,2.58,1.85,62.31
KODEX코스닥150,0.7,3.0,2.0,1.5,23.48,73.3,45,9.15,1.62,0.76,55.05
삼성전자,0.7,3.0,2.0,1.5,36.67,66.2,77,17.12,1.49,0.82,46.57
KODEX200,0.7,3.0,2.5,0.5,80.27,78.8,66,9.29,2.75,1.89,63.04
KODEX코스닥150,0.7,3.0,2.5,0.5,24.49,68.9,45,10.1,1.54,0.75,53.62
삼성전자,0.7,3.0,2.5,0.5,63.51,68.5,73,14.57,1.82,1.2,53.63
KODEX200,0.7,3.0,2.5,1.0,65.52,76.9,65,9.17,2.37,1.66,60.49
KODEX코스닥150,0.7,3.0,2.5,1.0,23.67,69.0,42,8.89,1.55,0.73,54.72
삼성전자,0.7,3.0,2.5,1.0,52.28,66.7,72,16.03,1.69,1.05,50.48
KODEX200,0.7,3.0,2.5,1.5,68.49,76.6,64,9.17,2.43,1.7,61.0
KODEX코스닥150,0.7,3.0,2.5,1.5,22.53,69.0,42,8.89,1.53,0.7,54.54
삼성전자,0.7,3.0,2.5,1.5,47.78,67.1,70,16.24,1.66,1.02,49.88
KODEX200,0.7,3.0,3.0,0.5,78.3,76.9,65,9.16,2.63,1.83,62.54
KODEX코스닥150,0.7,3.0,3.0,0.5,29.64,70.5,44,9.15,1.67,0.88,55.58
삼성전자,0.7,3.0,3.0,0.5,68.77,69.0,71,14.84,1.92,1.29,54.57
KODEX200,0.7,3.0,3.0,1.0,66.86,76.2,63,9.24,2.38,1.65,60.71
KODEX코스닥150,0.7,3.0,3.0,1.0,24.69,69.0,42,8.92,1.57,0.76,54.86
삼성전자,0.7,3.0,3.0,1.0,60.52,67.1,70,16.2,1.79,1.15,51.95
KODEX200,0.7,3.0,3.0,1.5,69.2,75.8,62,9.24,2.42,1.68,61.1
KODEX코스닥150,0.7,3.0,3.0,1.5,23.6,69.0,42,8.92,1.55,0.73,54.69
삼성전자,0.7,3.0,3.0,1.5,61.44,68.7,67,16.41,1.88,1.22,52.56
KODEX200,1.0,1.5,2.0,0.5,67.37,83.0,53,3.87,4.74,2.31,67.18
KODEX코스닥150,1.0,1.5,2.0,0.5,30.69,71.0,31,5.3,3.04,1.13,60.04
삼성전자,1.0,1.5,2.0,0.5,70.97,61.4,83,7.8,2.18,1.44,57.49
KODEX200,1.0,1.5,2.0,1.0,55.4,82.4,51,3.91,4.15,2.08,65.31
KODEX코스닥150,1.0,1.5,2.0,1.0,31.58,73.3,30,5.3,3.31,1.16,60.74
삼성전자,1.0,1.5,2.0,1.0,61.19,58.0,81,8.54,2.02,1.27,54.89
KODEX200,1.0,1.5,2.0,1.5,59.27,82.0,50,3.86,4.37,2.17,65.99
KODEX코스닥150,1.0,1.5,2.0,1.5,30.28,73.3,30,5.3,3.22,1.12,60.53
삼성전자,1.0,1.5,2.0,1.5,54.98,57.7,78,9.27,1.98,1.23,53.58
KODEX200,1.0,1.5,2.5,0.5,50.21,76.1,46,4.28,3.34,1.81,63.44
KODEX코스닥150,1.0,1.5,2.5,0.5,39.8,71.0,31,7.04,3.6,1.19,60.19
삼성전자,1.0,1.5,2.5,0.5,79.66,60.0,75,7.82,2.35,1.54,59.38
KODEX200,1.0,1.5,2.5,1.0,49.16,76.1,46,4.24,3.29,1.77,63.31
KODEX코스닥150,1.0,1.5,2.5,1.0,40.68,73.3,30,7.38,3.92,1.21,60.63
삼성전자,1.0,1.5,2.5,1.0,71.99,58.1,74,8.15,2.21,1.43,57.63
KODEX200,1.0,1.5,2.5,1.5,52.99,75.6,45,4.24,3.47,1.86,63.92
KODEX코스닥150,1.0,1.5,2.5,1.5,39.68,73.3,30,7.8,3.86,1.19,60.16
삼성전자,1.0,1.5,2.5,1.5,63.62,58.3,72,8.15,2.13,1.36,56.53
KODEX200,1.0,1.5,3.0,0.5,55.08,73.3,45,6.35,3.32,1.84,62.21
KODEX코스닥150,1.0,1.5,3.0,0.5,34.76,63.3,30,7.23,2.99,1.03,57.8
삼성전자,1.0,1.5,3.0,0.5,82.34,59.5,74,7.82,2.38,1.57,59.81
KODEX200,1.0,1.5,3.0,1.0,54.05,73.3,45,6.31,3.29,1.81,62.08
KODEX코스닥150,1.0,1.5,3.0,1.0,36.4,65.5,29,7.38,3.25,1.07,58.49
삼성전자,1.0,1.5,3.0,1.0,77.2,57.5,73,8.15,2.27,1.47,58.44
KODEX200,1.0,1.5,3.0,1.5,58.5,72.7,44,6.31,3.48,1.91,62.77
KODEX코스닥150,1.0,1.5,3.0,1.5,35.06,65.5,29,7.81,3.17,1.04,57.95
삼성전자,1.0,1.5,3.0,1.5,72.11,58.6,70,8.15,2.28,1.49,58.15
KODEX200,1.0,2.0,2.0,0.5,67.81,85.2,54,4.77,4.18,2.24,66.91
KODEX코스닥150,1.0,2.0,2.0,0.5,37.11,77.4,31,5.14,3.25,1.29,62.46
삼성전자,1.0,2.0,2.0,0.5,76.17,67.5,83,11.35,2.2,1.48,56.87
KODEX200,1.0,2.0,2.0,1.0,58.46,84.6,52,4.74,3.81,2.09,65.52
KODEX코스닥150,1.0,2.0,2.0,1.0,36.96,80.0,30,5.14,3.56,1.29,63.06
삼성전자,1.0,2.0,2.0,1.0,62.08,64.2,81,13.64,1.97,1.26,52.44
KODEX200,1.0,2.0,2.0,1.5,62.49,84.3,51,4.83,3.98,2.18,66.14
KODEX코스닥150,1.0,2.0,2.0,1.5,35.86,80.0,30,5.14,3.48,1.25,62.88
삼성전자,1.0,2.0,2.0,1.5,57.4,64.1,78,14.25,1.95,1.24,51.52
KODEX200,1.0,2.0,2.5,0.5,47.51,78.3,46,5.15,2.82,1.66,62.8
KODEX코스닥150,1.0,2.0,2.5,0.5,46.5,77.4,31,7.1,3.76,1.34,62.5
삼성전자,1.0,2.0,2.5,0.5,79.23,65.3,75,10.66,2.25,1.52,58.24
KODEX200,1.0,2.0,2.5,1.0,48.88,78.3,46,5.26,2.86,1.7,62.94
KODEX코스닥150,1.0,2.0,2.5,1.0,46.56,80.0,30,7.37,4.15,1.34,62.92
삼성전자,1.0,2.0,2.5,1.0,66.59,63.5,74,11.87,2.03,1.33,55.05
KODEX200,1.0,2.0,2.5,1.5,52.51,77.8,45,5.26,2.99,1.78,63.52
KODEX코스닥150,1.0,2.0,2.5,1.5,45.46,80.0,30,7.8,4.09,1.31,62.42
삼성전자,1.0,2.0,2.5,1.5,60.09,63.9,72,12.1,1.99,1.29,54.12
KODEX200,1.0,2.0,3.0,0.5,51.61,75.6,45,7.39,2.81,1.69,61.34
KODEX코스닥150,1.0,2.0,3.0,0.5,46.2,74.2,31,7.11,3.54,1.32,61.8
삼성전자,1.0,2.0,3.0,0.5,73.1,63.0,73,10.91,2.14,1.43,56.81
KODEX200,1.0,2.0,3.0,1.0,53.53,75.6,45,7.43,2.84,1.72,61.61
KODEX코스닥150,1.0,2.0,3.0,1.0,46.7,76.7,30,7.37,3.89,1.33,62.28
삼성전자,1.0,2.0,3.0,1.0,65.04,61.1,72,11.82,1.99,1.29,54.56
KODEX200,1.0,2.0,3.0,1.5,57.97,75.0,44,7.43,2.99,1.82,62.3
KODEX코스닥150,1.0,2.0,3.0,1.5,45.62,76.7,30,7.89,3.83,1.3,61.72
삼성전자,1.0,2.0,3.0,1.5,64.29,62.3,69,12.04,2.06,1.33,54.82
KODEX200,1.0,2.5,2.0,0.5,67.14,86.8,53,5.68,3.95,2.21,66.54
KODEX코스닥150,1.0,2.5,2.0,0.5,39.63,81.2,32,6.11,3.35,1.32,62.8
삼성전자,1.0,2.5,2.0,0.5,56.81,67.1,85,15.51,1.75,1.15,50.38
KODEX200,1.0,2.5,2.0,1.0,58.45,86.3,51,5.81,3.61,2.07,65.15
KODEX코스닥150,1.0,2.5,2.0,1.0,40.35,83.9,31,6.11,3.81,1.36,63.55
삼성전자,1.0,2.5,2.0,1.0,43.44,63.9,83,17.6,1.57,0.94,46.23
KODEX200,1.0,2.5,2.0,1.5,62.22,86.0,50,5.87,3.75,2.14,65.75
KODEX코스닥150,1.0,2.5,2.0,1.5,39.17,83.9,31,6.11,3.73,1.32,63.36
삼성전자,1.0,2.5,2.0,1.5,39.43,63.7,80,18.16,1.55,0.9,45.43
KODEX200,1.0,2.5,2.5,0.5,64.09,84.8,46,5.78,3.6,2.04,66.28
KODEX코스닥150,1.0,2.5,2.5,0.5,49.05,81.2,32,7.14,3.86,1.39,63.53
삼성전자,1.0,2.5,2.5,0.5,58.22,64.9,77,14.54,1.76,1.17,51.69
KODEX200,1.0,2.5,2.5,1.0,61.03,84.4,45,5.85,3.45,2.01,65.76
KODEX코스닥150,1.0,2.5,2.5,1.0,49.89,83.9,31,7.38,4.4,1.42,64.13
삼성전자,1.0,2.5,2.5,1.0,46.42,63.2,76,16.07,1.61,0.99,48.41
KODEX200,1.0,2.5,2.5,1.5,65.4,84.1,44,5.76,3.63,2.1,66.56
KODEX코스닥150,1.0,2.5,2.5,1.5,48.72,83.9,31,7.81,4.33,1.39,63.62
삼성전자,1.0,2.5,2.5,1.5,44.2,63.5,74,16.28,1.61,0.98,48.16
KODEX200,1.0,2.5,3.0,0.5,56.59,79.5,44,7.98,2.98,1.72,62.57
KODEX코스닥150,1.0,2.5,3.0,0.5,48.61,78.1,32,7.06,3.58,1.36,62.9
삼성전자,1.0,2.5,3.0,0.5,60.31,64.4,73,15.14,1.84,1.21,51.87
KODEX200,1.0,2.5,3.0,1.0,51.7,79.1,43,7.91,2.8,1.64,61.86
KODEX코스닥150,1.0,2.5,3.0,1.0,49.78,80.6,31,7.39,4.06,1.39,63.44
삼성전자,1.0,2.5,3.0,1.0,55.56,62.5,72,16.61,1.78,1.12,49.73
KODEX200,1.0,2.5,3.0,1.5,55.53,78.6,42,7.91,2.93,1.72,62.47
KODEX코스닥150,1.0,2.5,3.0,1.5,48.67,80.6,31,7.82,4.0,1.37,62.94
삼성전자,1.0,2.5,3.0,1.5,53.39,63.8,69,16.82,1.8,1.13,49.79
KODEX200,1.0,3.0,2.0,0.5,64.22,86.8,53,6.66,3.56,2.11,65.34
KODEX코스닥150,1.0,3.0,2.0,0.5,35.94,81.2,32,7.09,2.83,1.17,61.47
삼성전자,1.0,3.0,2.0,0.5,57.79,70.4,81,15.0,1.76,1.13,51.98
KODEX200,1.0,3.0,2.0,1.0,56.25,86.3,51,6.58,3.3,1.98,64.23
KODEX코스닥150,1.0,3.0,2.0,1.0,37.24,83.9,31,7.09,3.23,1.23,62.32
삼성전자,1.0,3.0,2.0,1.0,46.09,67.1,79,16.73,1.61,0.95,48.35
KODEX200,1.0,3.0,2.0,1.5,60.18,86.0,50,6.7,3.44,2.07,64.8
KODEX코스닥150,1.0,3.0,2.0,1.5,35.94,83.9,31,7.09,3.16,1.19,62.11
삼성전자,1.0,3.0,2.0,1.5,36.67,66.2,77,17.12,1.49,0.82,46.57
KODEX200,1.0,3.0,2.5,0.5,67.74,87.0,46,6.74,3.9,2.12,66.58
KODEX코스닥150,1.0,3.0,2.5,0.5,45.22,81.2,32,7.09,3.26,1.27,62.96
삼성전자,1.0,3.0,2.5,0.5,63.51,68.5,73,14.57,1.82,1.2,53.63
KODEX200,1.0,3.0,2.5,1.0,65.19,86.7,45,6.6,3.79,2.1,66.32
KODEX코스닥150,1.0,3.0,2.5,1.0,46.59,83.9,31,7.4,3.73,1.32,63.58
삼성전자,1.0,3.0,2.5,1.0,52.28,66.7,72,16.03,1.69,1.05,50.48
KODEX200,1.0,3.0,2.5,1.5,69.16,86.4,44,6.71,3.92,2.18,66.91
KODEX코스닥150,1.0,3.0,2.5,1.5,45.54,83.9,31,7.82,3.68,1.3,63.1
삼성전자,1.0,3.0,2.5,1.5,47.78,67.1,70,16.24,1.66,1.02,49.88
KODEX200,1.0,3.0,3.0,0.5,59.78,81.8,44,7.98,3.19,1.79,63.54
KODEX코스닥150,1.0,3.0,3.0,0.5,44.06,78.1,32,7.09,3.02,1.23,62.15
삼성전자,1.0,3.0,3.0,0.5,68.77,69.0,71,14.84,1.92,1.29,54.57
KODEX200,1.0,3.0,3.0,1.0,54.68,81.4,43,7.91,3.01,1.71,62.8
KODEX코스닥150,1.0,3.0,3.0,1.0,46.04,80.6,31,7.33,3.43,1.29,62.89
삼성전자,1.0,3.0,3.0,1.0,60.52,67.1,70,16.2,1.79,1.15,51.95
KODEX200,1.0,3.0,3.0,1.5,59.2,81.0,42,7.91,3.15,1.8,63.54
KODEX코스닥150,1.0,3.0,3.0,1.5,44.77,80.6,31,7.86,3.36,1.26,62.29
삼성전자,1.0,3.0,3.0,1.5,61.44,68.7,67,16.41,1.88,1.22,52.56
